,Last.name..First.name,First.name.Last.name,Title.First.name.Last.name,Last.name,First.name,Middle.name,Title,Nickname,Status,Type,Access.disabled,Kind,Group.name,Members,Participation,Number,Complete.address,Street.1,Street.2,Street.3,City,State,Zip,Country,No.postal.mail,No.email,No.text.message,All.phone.numbers,Home,Ok.to.call,Work,Ok.to.call.1,Cell,Ok.to.call.2,Text,Fax,Ok.to.call.3,Pager,Ok.to.call.4,Other,Ok.to.call.5,Email,Web.site,Life.hours,Life.hours.value,Life.No.Call.No.Show,Life.No.Call.No.Show.value,Life.Call.Email.to.miss.shift,Life.Call.Email.to.miss.shift.value,Life.Absence,Life.Absence.value,YTD.hours,YTD.hour.value,No.Call.No.Show,No.Call.No.Show.value,Call.Email.to.miss.shift,Call.Email.to.miss.shift.value,Absence,Absence.value,MTD.hours,MTD.value,MTD.No.Call.No.Show,MTD.No.Call.No.Show.value,MTD.Call.Email.to.miss.shift,MTD.Call.Email.to.miss.shift.value,MTD.Absence,MTD.Absence.value,Jan.11.to.Dec.11.hours,Jan.11.to.Dec.11.hour.value,Jan.11.to.Dec.11.No.Call.No.Show,Jan.11.to.Dec.11.No.Call.No.Show.value,Jan.11.to.Dec.11.Call.Email.to.miss.shift,Jan.11.to.Dec.11.Call.Email.to.miss.shift.value,Jan.11.to.Dec.11.Absence,Jan.11.to.Dec.11.Absence.value,Jan.10.to.Dec.10.hours,Jan.10.to.Dec.10.hour.value,Jan.10.to.Dec.10.No.Call.No.Show,Jan.10.to.Dec.10.No.Call.No.Show.value,Jan.10.to.Dec.10.Call.Email.to.miss.shift,Jan.10.to.Dec.10.Call.Email.to.miss.shift.value,Jan.10.to.Dec.10.Absence,Jan.10.to.Dec.10.Absence.value,Date.entered,Start.date,Stop.date,Date.archived,Date.of.birth,Birthday,Age,Age.range,Gender,Spare.dropdown.3,Spare.dropdown.4,Spare.dropdown.5,Spare.dropdown.6,Orientation.Date,Spare.field.2,Spare.field.3,Spare.field.4,Spare.field.5,Spare.field.6,Spare.checkbox.1,Spare.checkbox.2,Spare.checkbox.3,Spare.checkbox.4,Spare.checkbox.5,Spare.checkbox.6,Volunteer.Distribution.list,General.Volunteer.emails,Schedule.reminders,My.availability.is,From,to,I.would.like.to.serve.up.to,hours
30,"Patel, Haaniya",Haaniya Patel,Mr. Haaniya Patel,Patel,Haaniya,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,1350447,"4214 W Doty St Harrisburg, DE 19123-2504",4214 W Doty St,Apartment M3,PHILADELPHA,Harrisburg,DE,19123-2504,NA,NA,NA,NA,(375) 307-1771 (Home)  (Work)  (Cell),(375) 307-1771,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,gsxpahuw@qbudohtag.nar,,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/5/2018,3/5/2018,,NA,18-Feb,18-Feb,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
31,"Dudley, Katrina",Katrina Dudley,Ms. Katrina Dudley,Dudley,Katrina,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,42147,"1444 Locust ST Jenkintown,  19054",1444 Locust ST,605,,Jenkintown,,19054,NA,NA,NA,NA,(772) 200-7477 (Home) (812) 200-1288 (Work)  (Cell),(772) 200-7477,Yes,(812) 200-1288,Yes,,,NA,NA,NA,NA,NA,NA,NA,fcvmlstz@ifntaez.qyc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/25/2017,9/25/2017,,NA,11-Nov,11-Nov,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
32,"Chavez, John",John Chavez, John Chavez,Chavez,John,,,,Active,NA,NA,Individual,NA,NA,NA,5613562,"1133 N Paxon St Glenside, DE 19460",1133 N Paxon St,,,Glenside,DE,19460,NA,NA,NA,NA,(111) 551-5221 (Home)  (Work) (511) 554-3551 (Cell),(111) 551-5221,,,,(511) 554-3551,,NA,NA,NA,NA,NA,NA,NA,mezo@votefhkn.ash,,9.5,0,1,0,0,0,0,0,9.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/17/2018,4/17/2018,,NA,2-Sep,2-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
33,"See, Thang",Thang See,Mr. Thang See,See,Thang,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,942142,"2202 Race St. North Wales, DE 19150",2202 Race St.,,,North Wales,DE,19150,NA,NA,NA,NA,(213) 270-7171 (Home) (577) 520-2767 (Work)  (Cell),(213) 270-7171,Yes,(577) 520-2767,,,,NA,NA,NA,NA,NA,NA,NA,ijbzd@qtxgjvuh.rfu,,5.75,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/2017,12/24/2017,,NA,7-Feb,7-Feb,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
34,"Hernandez, Kedric",Kedric Hernandez,Ms. Kedric Hernandez,Hernandez,Kedric,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,658758,"106 W Bayberry Ln Lower Gwynedd, NY 19079",106 W Bayberry Ln,,,Lower Gwynedd,NY,19079,NA,NA,NA,NA,(377) 117-1041 (Home) (707) 772-2221 (Work) (209) 921-1991 (Cell),(377) 117-1041,Yes,(707) 772-2221,Yes,(209) 921-1991,,NA,NA,NA,NA,NA,NA,NA,kyfncg@itp.bim,,222.3333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/25/2013,2/27/2013,,NA,6-Jan,6-Jan,0,NA,,NA,NA,NA,NA,4/21/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
35,"el-Ullah, Tareef",Tareef el-Ullah,Ms. Tareef el-Ullah,el-Ullah,Tareef,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,9350519,"4920 Perth Place, Delanco, DE 19128","4920 Perth Place,",,,Delanco,DE,19128,NA,NA,NA,NA,(222) 424-2022 (Home)  (Work)  (Cell),(222) 424-2022,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,fqsodu@vexsfitq.rby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2018,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
36,"Marzett, Jolicia",Jolicia Marzett,Mr. Jolicia Marzett,Marzett,Jolicia,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,55053,"4200 S. 2th Street Philadelphie, UT 10003",4200 S. 2th Street,,,Philadelphie,UT,10003,NA,NA,NA,NA,(515) 288-8110 (Home) (336) 666-6636 (Work)  (Cell),(515) 288-8110,Yes,(336) 666-6636,,,,NA,NA,NA,NA,NA,NA,NA,qukwbj@jsrocagiz.odv,,13.5,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/1/2017,5/1/2017,,NA,12-Sep,12-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
37,"Clayton, Gurpreet",Gurpreet Clayton,Mrs. Gurpreet Clayton,Clayton,Gurpreet,,Mrs.,,Active,NA,NA,Individual,NA,NA,NA,8021986,"2245 n. 24th St. , CA 19438",2245 n. 24th St.,,,,CA,19438,NA,NA,NA,NA,(555) 585-5810 (Home)  (Work) (634) 666-1660 (Cell),(555) 585-5810,Yes,,,(634) 666-1660,Yes,NA,NA,NA,NA,NA,NA,NA,h@pjqsmr.ecz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/28/2018,4/28/2018,,NA,12-Sep,12-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
38,"al-Kamel, Jeremy",Jeremy al-Kamel,Ms. Jeremy al-Kamel,al-Kamel,Jeremy,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,691262,"8111 Rosewood Ave phila, DE 19140",8111 Rosewood Ave,,,phila,DE,19140,NA,NA,NA,NA,(422) 724-2747 (Home)  (Work)  (Cell),(422) 724-2747,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,duisezpnrm@lbsg.idz,,673.1666667,0,0,0,0,0,0,0,113.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2014,7/21/2014,,NA,16-Apr,16-Apr,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
39,"Madrid, Marica",Marica Madrid,Ms. Marica Madrid,Madrid,Marica,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,219011,"7206 Sussex Lane Elkins Park, NY 19130-3440",7206 Sussex Lane,,,Elkins Park,NY,19130-3440,NA,NA,NA,NA,(184) 448-1080 (Home) (414) 444-4444 (Work)  (Cell),(184) 448-1080,Yes,(414) 444-4444,Yes,,,NA,NA,NA,NA,NA,NA,NA,ijvudr@m.kzl,,45.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/29/2012,10/29/2012,,NA,25-Dec,25-Dec,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
40,"Ibsen, Faraah",Faraah Ibsen,Ms. Faraah Ibsen,Ibsen,Faraah,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,5776727,"1107 Holly St Ardmore, CA 19076",1107 Holly St,,,Ardmore,CA,19076,NA,NA,NA,NA,(330) 331-3333 (Home)  (Work) (170) 772-7117 (Cell),(330) 331-3333,Yes,,,(170) 772-7117,Yes,NA,NA,NA,NA,NA,NA,NA,kwz@pkmrvi.nwy,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/12/2018,6/12/2018,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
41,"Burns Powell, Collin",Collin Burns Powell,Ms. Collin Burns Powell,Burns Powell,Collin,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,613854,"4445 Bradford Street Bryn Mawr, NJ 17033",4445 Bradford Street,#1,,Bryn Mawr,NJ,17033,NA,NA,NA,NA, (Home)  (Work) (555) 535-3545 (Cell),,,,,(555) 535-3545,,NA,NA,NA,NA,NA,NA,NA,wkmxbujzr@fqce.aht,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2017,10/2/2017,,NA,20-Jul,20-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
42,"Kehoe, Alicia",Alicia Kehoe,Mrs. Alicia Kehoe,Kehoe,Alicia,,Mrs.,,Active,NA,NA,Individual,NA,NA,NA,151161,"555 S 1Th St Flourtown, PA 19460",555 S 1Th St,,,Flourtown,PA,19460,NA,NA,NA,NA,(222) 632-0262 (Home)  (Work) (921) 954-0499 (Cell),(222) 632-0262,Yes,,,(921) 954-0499,,NA,NA,NA,NA,NA,NA,NA,gvu@hkovzxw.owv,,220,0,0,0,2,0,2,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/8/2012,10/8/2012,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
43,"Santeramo, Courtney",Courtney Santeramo,Mrs. Courtney Santeramo,Santeramo,Courtney,,Mrs.,,Active,NA,NA,Individual,NA,NA,NA,5028,"732 81Th Collegeville, WI 19033",732 81Th,Apt C33,,Collegeville,WI,19033,NA,NA,NA,NA,(236) 236-3633 (Home)  (Work)  (Cell),(236) 236-3633,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,dxrv@gievbr.wbz,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/29/2015,10/29/2015,,NA,12-Sep,12-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
44,"Park, Toreelyn",Toreelyn Park,Mrs. Toreelyn Park,Park,Toreelyn,,Mrs.,,Active,NA,NA,Individual,NA,NA,NA,471013,"448 Catharine St. Rear Horsham, DE 19151",448 Catharine St. Rear,,,Horsham,DE,19151,NA,NA,NA,NA,(959) 150-5901 (Home) (133) 113-1061 (Work)  (Cell),(959) 150-5901,Yes,(133) 113-1061,Yes,,,NA,NA,NA,NA,NA,NA,NA,kmzw@fzruq.ekj,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/1/2016,9/1/2016,,NA,26-May,26-May,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
45,"Blackner, Wyatt",Wyatt Blackner, Wyatt Blackner,Blackner,Wyatt,,,,Active,NA,NA,Individual,NA,NA,NA,578434,"4411 S. 30Th Street Pa,  19129",4411 S. 30Th Street,,Elkins Park,Pa,,19129,NA,NA,NA,NA,(111) 161-5555 (Home)  (Work)  (Cell),(111) 161-5555,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,oikabmj@cdngyk.rce,,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2016,8/11/2016,,NA,23-Aug,23-Aug,0,NA,,NA,NA,NA,NA,8/7/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
46,"al-Firman, Colin",Colin al-Firman,Mr. Colin al-Firman,al-Firman,Colin,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,3332996,"6666 Fairdale Road PHILADELPHA,  17870",6666 Fairdale Road,,,PHILADELPHA,,17870,NA,NA,NA,NA,(151) 455-4252 (Home)  (Work)  (Cell),(151) 455-4252,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,sy@o.tfu,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/15/2018,1/15/2018,,NA,29-Apr,29-Apr,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
47,"Ruckman, Korey",Korey Ruckman, Korey Ruckman,Ruckman,Korey,,,,Active,NA,NA,Individual,NA,NA,NA,555033,"731 N 6Rd North Hills, DE 19030",731 N 6Rd,Unit 4F,,North Hills,DE,19030,NA,NA,NA,NA, (Home)  (Work) (211) 812-1112 (Cell),,,,,(211) 812-1112,,NA,NA,NA,NA,NA,NA,NA,htfximave@enujvzm.bjf,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/12/2017,5/12/2017,,NA,7-Sep,7-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
48,"Osuna Alcala, Shaakira",Shaakira Osuna Alcala,Ms. Shaakira Osuna Alcala,Osuna Alcala,Shaakira,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,6895861,"72026 Woodland Ave. North Wales, CA 08093",72026 Woodland Ave.,,,North Wales,CA,8093,NA,NA,NA,NA,(204) 144-4522 (Home)  (Work) (802) 828-8811 (Cell),(204) 144-4522,Yes,,,(802) 828-8811,Yes,NA,NA,NA,NA,NA,NA,NA,kndest@sdy.qbo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/23/2018,7/23/2018,,NA,16-Mar,16-Mar,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
49,"el-Farrah, Caitlin",Caitlin el-Farrah,Ms. Caitlin el-Farrah,el-Farrah,Caitlin,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,63277,"2212 powelton ave Ardsley, DE 19115",2212 powelton ave,,,Ardsley,DE,19115,NA,NA,NA,NA,(215) 153-5322 (Home) (224) 247-4177 (Work)  (Cell),(215) 153-5322,Yes,(224) 247-4177,Yes,,,NA,NA,NA,NA,NA,NA,NA,ck@ayoispzevc.pcy,,196.3333333,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/11/2015,2/16/2015,,NA,14-Jul,14-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
50,"Rosser, Khadeeja",Khadeeja Rosser,Ms. Khadeeja Rosser,Rosser,Khadeeja,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,3427154,"670 Cecil B Narberth,  19134",670 Cecil B,,,Narberth,,19134,NA,NA,NA,NA,(160) 336-3331 (Home)  (Work) (660) 616-4666 (Cell),(160) 336-3331,Yes,,,(660) 616-4666,Yes,NA,NA,NA,NA,NA,NA,NA,xh@zngouts.vju,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/22/2018,6/22/2018,,NA,20-Nov,20-Nov,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
51,"al-Harron, Annice",Annice al-Harron,Ms. Annice al-Harron,al-Harron,Annice,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,835894,"1122 S lee st Feasterville Trevose, UT 08088",1122 S lee st,,,Feasterville Trevose,UT,8088,NA,NA,NA,NA,(181) 181-1618 (Home)  (Work)  (Cell),(181) 181-1618,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,wjyf@wxjuvz.gay,,38.18333333,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/17/2016,10/17/2016,,NA,4-Oct,4-Oct,0,NA,,NA,NA,NA,NA,9/22/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
52,"Ortiz, Abdur Razzaaq",Abdur Razzaaq Ortiz,Mr. Abdur Razzaaq Ortiz,Ortiz,Abdur Razzaaq,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,4885331,"3202 Cecil B Phila, UT 19184",3202 Cecil B,,,Phila,UT,19184,NA,NA,NA,NA, (Home)  (Work) (272) 222-1222 (Cell),,,,,(272) 222-1222,Yes,NA,NA,NA,NA,NA,NA,NA,v@sbydur.goi,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/22/2018,5/22/2018,,NA,3-Jun,3-Jun,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
53,"Berg, Leonard",Leonard Berg, Leonard Berg,Berg,Leonard,,,,Active,NA,NA,Individual,NA,NA,NA,3032681,"4900 N 71th St ,  ",4900 N 71th St,,,,,,NA,NA,NA,NA, (Home)  (Work) (311) 723-7031 (Cell),,,,,(311) 723-7031,,NA,NA,NA,NA,NA,NA,NA,jdvzi@nbchtr.aoy,,104,0,0,0,2,0,2,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/19/2015,1/19/2015,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
54,"Fankhauser, Dalton",Dalton Fankhauser, Dalton Fankhauser,Fankhauser,Dalton,,,,Active,NA,NA,Individual,NA,NA,NA,272655,"3533 N 22Th St PHILADELPHA, NJ 19130",3533 N 22Th St,,,PHILADELPHA,NJ,19130,NA,NA,NA,NA,(177) 717-0777 (Home) (434) 336-3666 (Work)  (Cell),(177) 717-0777,Yes,(434) 336-3666,Yes,,,NA,NA,NA,NA,NA,NA,NA,v@ifxbt.jmf,,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/25/2017,9/25/2017,,NA,17-Feb,17-Feb,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
55,"Han, Tanaya",Tanaya Han,Dr. Tanaya Han,Han,Tanaya,,Dr.,,Active,NA,NA,Individual,NA,NA,NA,43082,"10 Algard Street Lower Gwynedd,  19126",10 Algard Street,,,Lower Gwynedd,,19126,NA,NA,NA,NA,(464) 640-4644 (Home)  (Work)  (Cell),(464) 640-4644,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,cvwyhalz@wqk.fls,,239.9166667,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2013,1/17/2013,,NA,14-Dec,14-Dec,0,NA,,NA,NA,NA,NA,1/13/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
56,"Pak, Robert",Robert Pak,Mr. Robert Pak,Pak,Robert,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,5996637,"4004 Tasker Street Merchantville,  19130-3440",4004 Tasker Street,,,Merchantville,,19130-3440,NA,NA,NA,NA,(411) 436-1466 (Home)  (Work) (465) 214-4646 (Cell),(411) 436-1466,Yes,,,(465) 214-4646,,NA,NA,NA,NA,NA,NA,NA,dgeukawb@cqhs.ben,,52.25,0,0,0,0,0,0,0,52.25,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/8/2018,1/8/2018,,NA,2-Jun,2-Jun,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
57,"Schauster, Cabreena",Cabreena Schauster, Cabreena Schauster,Schauster,Cabreena,,,,Active,NA,NA,Individual,NA,NA,NA,582845,"1264 Walton Place Camden, DE 19012",1264 Walton Place,,Huntingdon Valley,Camden,DE,19012,NA,NA,NA,NA,(404) 134-6641 (Home) (404) 664-4416 (Work)  (Cell),(404) 134-6641,Yes,(404) 664-4416,,,,NA,NA,NA,NA,NA,NA,NA,my@k.gki,,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/29/2017,6/29/2017,,NA,29-Sep,29-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
58,"Cave, Aaron",Aaron Cave,Ms. Aaron Cave,Cave,Aaron,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,37192,"8800 Bustleton Ave. Lafayette Hill, NY 19031",8800 Bustleton Ave.,1040 B,,Lafayette Hill,NY,19031,NA,NA,NA,NA,(116) 161-1141 (Home)  (Work)  (Cell),(116) 161-1141,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,eakclqbj@rkhfn.klu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/30/2017,5/30/2017,,NA,8-Jan,8-Jan,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
59,"Hutchinson, Julio",Julio Hutchinson,Ms. Julio Hutchinson,Hutchinson,Julio,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,503734,"888 N 4th St Phila,  17033",888 N 4th St,,,Phila,,17033,NA,NA,NA,NA,(881) 850-5888 (Home) (613) 634-6063 (Work)  (Cell),(881) 850-5888,Yes,(613) 634-6063,,,,NA,NA,NA,NA,NA,NA,NA,byhtnrkq@xnpdq.eib,,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/29/2017,8/29/2017,,NA,3-Nov,3-Nov,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
60,"Kang, Annaliz",Annaliz Kang,Ms. Annaliz Kang,Kang,Annaliz,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,48556,"505 Harrison Avenue Ambler, DE 19127",505 Harrison Avenue,Apartment 7103,,Ambler,DE,19127,NA,NA,NA,NA,(614) 164-6111 (Home) (532) 352-5333 (Work) (414) 174-4117 (Cell),(614) 164-6111,Yes,(532) 352-5333,Yes,(414) 174-4117,,NA,NA,NA,NA,NA,NA,NA,b@jzxoma.res,,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/12/2015,10/12/2015,,NA,25-Jul,25-Jul,0,NA,,NA,NA,NA,NA,10/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
