,Animal ID,ARN,Animal Name,Animal Type,Species,Primary Breed,Secondary Breed,Distinguishing Markings,Gender,Altered,Danger,Danger Reason,Date Of Birth,Age in Months Intake,Age Group,Intake Asilomar Status,Intake Condition,Intake Record Owner,Intake Date,Intake Type,Intake Subtype,Found Address,Found Zip Code,Reason,Intake SiteName,Jurisdiction In,Agency Name,Agency Member,Agency Member Phone,Agency Address,Intake Person ID,Intake Person ID Type,Intake Person  ,Admitter,Street Number,Street Name,Street Type,Street Direction,Street Direction2,Unit Number,City,Province,Postal Code,Admitter s Email,Admitter s Home Phone,Admitter s Cell Phone,Initial Stage,Initial Review Date,Age in Months Current,Microchip Issue Date,Microchip Provider,Microchip Number,Pet ID,Pet ID Type,Status,Stage,Location,Sublocation,Outcome Asilomar Status,Outcome Number,Released By,Date Created,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome SiteName,Jurisdiction Out,Outcome Reason,Outcome Person #,Outcome Person ID Type,Outcome Person  ,Outcome Person Name,Out Street Address,Out Street Name,Out Street Type,Out Street Direction,Out Street Direction2,Out Unit Number,Out City,Out Province,Out Postal Code,Out Email,Out Home Phone,Out Cell Phone,Outcome Agency Name,Agency Street Number,Agency Street Name,Agency Street Type,Agency Street Direction,Agency Street Direction 2,Agency Unit Number,Agency City,Agency Province,Agency Postal Code,Agency Email,Agency Home Phone,Agency Cell Number,,
31,A38984141,NA,Bong,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,,NA,6 to 12 weeks,,Sick,Pachoua Treulieb-Kolostyak,6/28/2018 14:10,Transfer In,Partner Transfer In,,8360,Rescue,Grays Ferry Avenue,,Cumberland County SPCA,Jacy Hill,(616) 688-8100,1244 N  Delsea Drive  ,,,P28349659,Sitaara el-Salem,,,,,,,,,NA,xpeg@jbxup.ukv,,,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,,3680,,7/5/2018 10:50,7/5/2018 10:49,,Died,Unknown,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
32,A39084137,NA,Block,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,,NA,2 to 4 years,,Sick,Jada Light Bosquez,7/10/2018 15:06,Stray,Abandoned at Shelter,trapped in parking lot,19106,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,8/3/2018 0:00,24PetWatch,663636000000000,NA,NA,I,Released,Released,NA,,3160,"Callantine, Rachel",11/10/2018 14:10,11/10/2018 14:08,11/10/2018 14:08,Adoption,PAC,PAC,,,33377733,Driver License,P31760959,Antonio Pescador,3656,Conestoga,Road,,,,PHILADELPHIA,PA,8051,azkmctns@ycgpflq.ouj,(640) 202-6232,,,,,,,NA,NA,,,NA,,NA,NA,,
33,A39215506,NA,Smokey,Cat,Cat,Domestic Shorthair,Mix,,M,No,No,NA,,NA,12 weeks to 6 months,,Sick,Oscar Medina,7/25/2018 10:36,Stray,Public Drop Off,Masher & Ontario Street,19134,,PAWS Foster Program,19134—Port Richmond,,,,,,,P23410635,Trent Tindle,1101,Aldine,Road,,,,PHILADELPHIA,PA,19027,xdglftpcza@ieuylqak.oim,(515) 505-3533,,Foster Program,,NA,,,,NA,NA,H,Released,Released,NA,,42,,8/2/2018 10:07,8/1/2018 10:03,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
34,A39230385,NA,Lili Von Shtupp,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,6 to 12 weeks,,Healthy,Tasia Salley,7/26/2018 14:34,Stray,Abandoned at Shelter,PAC,19106,,Grays Ferry Avenue,North Philadelphia,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,7/26/2018 0:00,24PetWatch,882825000000000,NA,NA,I,Released,Released,NA,,3107,"el-Sadiq, Haala",7/30/2018 18:01,7/30/2018 18:00,7/30/2018 18:00,Adoption,PAC,PAC,,,95909999,Driver License,P31050781,Caleb Morgan,3700,5TH,Place,,,,PHILADELPHIA,PA,17033,pgsrikvd@zagdul.pqb,(818) 400-8010,,,,,,,NA,NA,,,NA,,NA,NA,,
35,A39311544,NA,OJ,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,,NA,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Adam Archuleta,8/4/2018 16:54,Transfer In,Partner Transfer In,,19140,Rescue,Grant Avenue,,ACCT Philly,Nicole Sadighi,(956) 454-4500,111 W  Hunting Park Avenue  ,,,P05766300,Fikri al-Beydoun,666,Golf,,W ,,,PHILADELPHIA,PA,8619,,(436) 343-3400,,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,3631,,8/7/2018 12:41,8/6/2018 12:40,,Died,General,PAWS Foster Program,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
36,A39334330,NA,:(,Wildlife,Wild Mammal,Rat,Rat,,U,No,No,NA,,NA,1 to 2 years,,Sick & Injured,Daniel Lightfoot,8/7/2018 16:20,Wildlife In,General,post office,19104,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P16794838,Taariq al-Mahdi,1110,Sheridan,Drive,,,,PHILADELPHIA,PA,10457,zbiohw@gxtl.gdb,(171) 111-1011,(242) 273-3250,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,Unhealthy/Untreatable,1562,,8/7/2018 16:22,8/7/2018 16:22,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
37,A39382658,NA,Dolores Tattletoes,Cat,Cat,Domestic Shorthair,Mix,,U,Yes,No,NA,,NA,6 to 12 weeks,,Healthy,Sophia Carrera,8/12/2018 9:25,Stray,Public Drop Off,unknown,19148,,Grays Ferry Avenue,19148—South Philadelphia W,,,,,,,P10192685,Malisse Gosney,663,Dogwood,Way,,,,PHILADELPHIA,PA,19018,pt@vdyhzawk.ygw,,(622) 266-6562,New Arrival,,NA,8/15/2018 0:00,24PetWatch,888282000000000,NA,NA,I,Released,Released,NA,,2596,"Kim, Minuri",8/18/2018 11:35,8/18/2018 11:34,8/18/2018 11:34,Adoption,PAC,PAC,,,95555545,Driver License,P31185350,Alia Waters,1207,Lewis,Drive,S ,,,PHILADELPHIA,PA,8012,aukwmfsx@wyravxbkl.acg,(430) 352-2353,,,,,,,NA,NA,,,NA,,NA,NA,,
38,A39649616,NA,Brenda,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,1 to 2 years,,Healthy,Sybil Barcenas Martinez,9/12/2018 14:03,Stray,Public Drop Off,unknown,19106,,Grays Ferry Avenue,19106—Center City-Society Hill,,,,,,,P03575672,Aminaa York,13,Walton,Way,N ,,,PHILADELPHIA,PA,19116,dfegtxmql@iofbgdyanq.mzl,(215) 111-1131,(117) 811-1111,New Arrival,,NA,10/31/2018 0:00,24PetWatch,635656000000000,NA,NA,I,Released,Released,NA,,2835,"Runes, Jeremiah",11/28/2018 16:38,11/28/2018 16:37,11/28/2018 16:37,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,,,41815418,Driver License,P06569794,Alexandra Kelley,1111,Righters Ferry,Place,S ,,,PHILADELPHIA,PA,19301,,(115) 121-2522,,,,,,,NA,NA,,,NA,,NA,NA,,
39,A39649732,NA,Swoosh,Cat,Cat,Domestic Shorthair,Mix,,F,No,No,NA,,NA,4 to 6 weeks,,Under 7 Weeks,Waatiq al-Zafar,9/12/2018 14:03,Stray,Public Drop Off,unknown,19106,,Grays Ferry Avenue,19106—Center City-Society Hill,,,,,,,P03575672,Randall Mc Guire,53,longshore,,N ,,,PHILADELPHIA,PA,8311,ywdmf@oxespiwng.sev,(285) 382-8252,(511) 515-1565,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,Unhealthy/Untreatable,63,,9/15/2018 13:26,9/15/2018 13:26,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
40,A39657294,NA,Twitch,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,,NA,2 to 4 years,,Healthy,Joseph Puente,9/12/2018 12:02,Stray,Abandoned at Shelter,left in the lobby,19106,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,Unhealthy/Untreatable,56,,10/1/2018 11:24,9/30/2018 11:24,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
41,A39709548,NA,Vaxholm,Cat,Cat,Domestic Shorthair,Mix,,F,No,No,NA,,NA,4 to 6 weeks,,Under 7 Weeks,Yuki Freeman,9/19/2018 13:54,Transfer In,Partner Transfer In,,8360,Rescue,Grays Ferry Avenue,New Jersey,Cumberland County SPCA,Haifaaa al-Mian,(431) 134-4300,1244 N  Delsea Drive  ,,,P28349659,Shajee'a el-Saber,,,,,,,,,NA,ktamlj@qhzkgp.owd,,,New Arrival,,NA,,,,NA,NA,H,Released,Released,NA,Unhealthy/Untreatable,66,,9/21/2018 14:08,9/21/2018 14:08,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
42,A39761990,NA,Cat R. Waul,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,,NA,6 months to 1 year,,Healthy,Sophia Hazelton,9/25/2018 15:44,Stray,Public Drop Off,PAWS,19106,,Grays Ferry Avenue,Southwest Philadelphia,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,9/25/2018 0:00,24PetWatch,143133000000000,NA,NA,I,Released,Released,NA,Healthy,2829,"Azis Cerrato, Heather",11/6/2018 13:14,11/6/2018 13:13,11/6/2018 13:13,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,,,77044224,Driver License,P31731659,Ashly Allis Burke,4288,Sheridan,Lane,,,,PHILADELPHIA,PA,19123,jaymfgouw@intyodcfru.cfw,(862) 232-0286,,,,,,,NA,NA,,,NA,,NA,NA,,
43,A40149550,NA,Connie,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,1 to 2 years,,Healthy,Sheyla Smith,11/12/2018 11:30,Stray,Project Meow,PM,19143,,Grays Ferry Avenue,19143—Kingsessing SW,,,,,,,P28315862,Lance Jacquart,4100,Medway,Highway,,,,PHILADELPHIA,PA,10457,,(863) 838-8888,,New Arrival,,NA,11/12/2018 0:00,24PetWatch,371712000000000,NA,NA,I,Released,Released,NA,,2366,"Rodriguez, Rhiannon",1/12/2019 14:46,1/12/2019 14:45,1/12/2019 14:45,Adoption,PAC,PAC,,,G11771771,Passport,P32163485,Daisy Zapata Gonzalez,2223,Dogwood,Park,,,2rd Fl,PHILADELPHIA,PA,19007,mebkilq@psoi.gnw,(777) 744-3473,,,,,,,NA,NA,,,NA,,NA,NA,,
44,A40156186,NA,Frumpin' Spice,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,1 to 2 years,,Healthy,Vuthdy Nguyen,11/13/2018 10:40,Stray,Project Meow,outside,19106,,Grays Ferry Avenue,19106—Center City-Society Hill,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,11/15/2018 0:00,24PetWatch,423135000000000,NA,NA,I,Released,Released,NA,,2775,"el-Darwish, Fawz",11/30/2018 14:50,11/30/2018 14:49,11/30/2018 14:49,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,,,12112220,DVM License,P31732006,Ryan Cavey,1101,Nightingale,Square,,,,PHILADELPHIA,PA,19137,,(623) 222-6602,,,,,,,NA,NA,,,NA,,NA,NA,,
45,A40177662,NA,Sapphire,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,6 to 10 years,,Healthy,Mauricio Rodriguez,11/15/2018 14:01,Stray,Public Drop Off,unknown,19106,,Grays Ferry Avenue,19141—Logan,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,11/15/2018 0:00,24PetWatch,765001000000000,NA,NA,I,Released,Released,NA,,2352,"Peterson, Brooklyn",12/5/2018 15:13,12/5/2018 15:12,12/5/2018 15:12,Adoption,PAC,PAC,,,34444444,DVM License,P31917515,Logan Thomas,1422,Mountain,Place,,,,PHILADELPHIA,PA,8033,,(424) 406-1122,,,,,,,NA,NA,,,NA,,NA,NA,,
46,A40347595,NA,Busty,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,,NA,6 months to 1 year,Healthy,Healthy,Jose Bowman,12/11/2018 9:52,Stray,Abandoned at Shelter,1810 Grant Ave,19106,,Grant Avenue,19115—Bustleton (South) NE,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,NA,12/19/2018 0:00,24PetWatch,434447000000000,NA,NA,I,Released,Released,NA,Healthy,533,"Johnson, Ashley",12/27/2018 17:58,12/27/2018 17:57,12/27/2018 17:57,Adoption,Grant Avenue,Grant Avenue,,,22434243,Driver License,P32065296,Qisma al-Fahmy,1077,54th,Boulevard,,,,PHILADELPHIA,PA,19977,vh@ewdfcav.duo,(888) 888-8888,,,,,,,NA,NA,,,NA,,NA,NA,,
47,A40381494,NA,Sweater Vest,Dog,Dog,"Chihuahua, Short Coat",Mix,,M,Yes,No,NA,,NA,1 to 2 years,,Healthy,Brittney Jackson,12/15/2018 14:06,Stray,Public Drop Off,19103,19103,,Grays Ferry Avenue,19103—Center City W,,,,,21111180,Government ID,P31985439,Tonio Yarbrough-Smith,2026,Little Gloucester,Avenue,,,,PHILADELPHIA,PA,8107,,,,Evaluate,,NA,12/15/2018 0:00,24PetWatch,0A23331211,NA,NA,I,Released,Released,NA,,3607,"Mathiang, Malcolm",12/15/2018 16:47,12/15/2018 16:46,12/15/2018 16:46,Return to Owner/Guardian,Stray Reclaim,Grays Ferry Avenue,,,q,Driver License,P31989075,Celeste Cotton,452,Farragut,Highway,N ,,,CAMDEN,NJ,19046,,(838) 840-4081,,,,,,,NA,NA,,,NA,,NA,NA,,
48,A40408602,NA,Kitty,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,2 to 4 years,,Healthy,Siobhan Mills,12/19/2018 9:58,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,Red Paw,Darian Adams,(331) 530-3533,,,,P11975244,Callie Dhindsa,5516,Durfor,Lane,S ,,,PHILADELPHIA,PA,19031,,(424) 240-2243,,New Arrival,,NA,,,,NA,NA,I,Released,Released,NA,,3589,"Laner, Konray",1/5/2019 16:17,1/5/2019 16:16,1/5/2019 16:16,Transfer Out,Partner Transfer Out,Grays Ferry Avenue,,Behavior/Medical,,,P11975244,,,,,,,,,,NA,,,,Red Paw,,,,,NA,NA,,,NA,,8888888888,NA,,
49,A40576788,NA,Rain Storm Digit,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,,NA,6 months to 1 year,,Injured,Marissa Hains,1/16/2019 9:39,Owner/Guardian Surrender,In Person Surrender to Shelter,,19104,Health of Animal,Grays Ferry Avenue,,,,,,,,P32184430,Martina Gonzalez Mendoza,4034,cottman,Trail,,,,PHILADELPHIA,PA,19120,,(555) 211-2755,,New Arrival,,NA,1/16/2019 0:00,24PetWatch,682223000000000,NA,NA,I,Released,Released,NA,,3610,"el-Mirza, Zaaida",1/16/2019 14:17,1/16/2019 14:16,1/16/2019 14:16,Return to Owner/Guardian,Surrender RTO,Grays Ferry Avenue,19104—University City,,,,P32184430,Kanchana Thurimella,6055,Newhall,Pike,,,,PHILADELPHIA,PA,19070,,(114) 443-4114,,,,,,,NA,NA,,,NA,,NA,NA,,
50,A40589330,NA,Taco,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,,NA,2 to 4 years,,Healthy,Demetrius Yearwood-Pelzer,1/17/2019 15:04,Stray,Public Drop Off,23XX Dickinson,19146,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P32193839,Selina Ho,2616,Albion,Walk,,,,PHILADELPHIA,PA,19027,,(452) 575-2450,,New Arrival,,NA,1/17/2019 0:00,24PetWatch,131513000000000,NA,NA,I,Released,Released,NA,,2282,"Lampe, Yamiled",1/20/2019 14:28,1/20/2019 14:27,1/20/2019 14:27,Adoption,PAC,PAC,,,11115211,Driver License,P32211942,Amy Dang,454,Catherine,Alley,S ,,,PHILADELPHIA,PA,19124,fpjlocnxig@reqtiz.eag,(131) 333-1231,,,,,,,NA,NA,,,NA,,NA,NA,,
51,A37844238,NA,Petey,Cat,Cat,Domestic Shorthair,Mix,,M,No,No,NA,2/12/2018,0,Less than 4 weeks,,Under 7 Weeks,Brendan L'Hirondelle,2/13/2018 11:37,Owner/Guardian Surrender,In Person Surrender to Shelter,,19139,Landlord Issues,Grays Ferry Avenue,19139—West Market W,,,,,46031044,Government ID,P29902919,Karina Rosas,4024,Warrington,Park,,,,PHILADELPHIA,PA,18940,p@caqth.rko,(124) 211-4101,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,,3658,,3/6/2018 11:51,2/28/2018 11:49,,Died,General,PAWS Foster Program,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
52,A37976986,NA,Bean,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/2/2018,0,Less than 4 weeks,,Under 7 Weeks,Zavian Gordon,3/3/2018 15:07,Stray,Abandoned at Shelter,Abandoned outside of PAWS,19146,,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P00000001,,,,,,,,,,NA,,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,,3676,,3/5/2018 12:52,3/4/2018 12:51,,Died,Unknown,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
53,A38099447,NA,Cookie Dough,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/12/2018,0,Less than 4 weeks,,Under 7 Weeks,Katharine Ebert,3/19/2018 17:25,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Sundus el-Abid,(331) 414-4100,111 W  Hunting Park Avenue  ,,,P05766300,Rosie Welker,333,Bob Bea,,W ,,,PHILADELPHIA,PA,19102,,(857) 257-2500,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,,3642,,4/7/2018 18:00,4/7/2018 17:57,,Died,General,PAWS Foster Program,PA Outside City Limits,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
54,A38099539,NA,Peppy,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/12/2018,0,Less than 4 weeks,,Healthy,Lee Ly,3/19/2018 17:37,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Jazmine Williams,(622) 262-2600,111 W  Hunting Park Avenue  ,,,P05766300,Nathaniel Barksdale,888,Lawndale,,W ,,,PHILADELPHIA,PA,21075,,(235) 151-1500,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,,3643,,4/7/2018 17:56,4/7/2018 17:56,,Died,General,PAWS Foster Program,PA Outside City Limits,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
55,A38133207,NA,Bloom,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/18/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Joe'Quann Owens,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Shukri al-Shahidi,(114) 101-1400,125  County House Road  ,,,P24537561,Brandon Leavitt,,,,,,,,,NA,vpzt@lsdo.cnl,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,3650,,4/3/2018 13:17,4/3/2018 13:16,,Died,General,PAWS Foster Program,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
56,A38133210,NA,Fawn,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/18/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Lauren Miller,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Calvin Velasquez,(113) 101-1300,125  County House Road  ,,,P24537561,Katherine Haines,,,,,,,,,NA,zqwab@juhblzrv.fis,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,84,,4/14/2018 15:56,4/4/2018 15:56,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
57,A38133214,NA,Flower fka Ostara,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/18/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Eliana Castor,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Urey Auyeung,(333) 301-1300,125  County House Road  ,,,P24537561,Ulyaa al-Zafar,,,,,,,,,NA,ftmprukia@e.eox,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,3651,,4/14/2018 15:57,4/11/2018 15:56,,Died,General,PAWS Foster Program,19102—Center City W,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
58,A38133222,NA,Spring,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/18/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Randa el-Mowad,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Stephen Norton,(151) 101-1100,125  County House Road  ,,,P24537561,Skyler Rood,,,,,,,,,NA,gty@buts.rhw,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,73,,4/14/2018 15:56,4/4/2018 15:56,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
59,A38133258,NA,Diana,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/21/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Colleen Nguyen,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Nicholas Westbrook,(673) 407-7700,125  County House Road  ,,,P24537561,Anthony Hamdan,,,,,,,,,NA,ewqfoaxnh@amljvrntiz.dtq,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,75,,4/7/2018 17:45,4/7/2018 17:45,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
60,A38133264,NA,Dionysus,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/21/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Sadoon al-Ebrahimi,3/23/2018 14:30,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Luis Rivera,(117) 401-1100,125  County House Road  ,,,P24537561,Fawzia al-Allam,,,,,,,,,NA,hfijsukq@qgw.evx,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,74,,4/7/2018 17:37,4/7/2018 17:37,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
61,A38192620,NA,Little 6,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/28/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Joshua Hoffman,3/31/2018 12:22,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Jorge Parra Castro,(724) 401-1700,125  County House Road  ,,,P24537561,Rafael Pacheco,,,,,,,,,NA,k@renqkgwfb.kyl,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,3678,,4/7/2018 17:41,4/7/2018 17:40,,Died,General,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
62,A38192622,NA,Little 2,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/28/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Christopher Dezwaan-Martinez,3/31/2018 12:22,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Zackary Boehm,(152) 301-1100,125  County House Road  ,,,P24537561,Annabelle Schmitz,,,,,,,,,NA,kf@znxdoemtw.jir,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,82,,4/8/2018 12:23,4/8/2018 12:23,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
63,A38192626,NA,Little 3,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/28/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Mujahid al-Shahidi,3/31/2018 12:22,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Victor Schreiber,(444) 402-2400,125  County House Road  ,,,P24537561,D'Angelo Midgyett,,,,,,,,,NA,rvhj@nrm.hpg,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,83,,4/7/2018 17:35,4/7/2018 17:34,,Euthanasia,10 Own Req Non Treat Med,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
64,A38192630,NA,Little 4,Cat,Cat,Domestic Shorthair,Mix,,U,No,No,NA,3/28/2018,0,Less than 4 weeks,Treatable-Rehabilitatable,Under 7 Weeks,David Chesser,3/31/2018 12:22,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Haifaaa el-Jama,(845) 102-2800,125  County House Road  ,,,P24537561,Madison Johnson,,,,,,,,,NA,ke@bedcqrjkf.agv,,,New Arrival,,0,,,,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,3677,,4/7/2018 17:40,4/7/2018 17:39,,Died,General,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
